f1_score,family,pid,num_gaps,seq_len,method,pid_bin
0.9696969696969697,11872,0.27941176470588236,2,68,classical,0.3
0.9624060150375939,11872,0.27941176470588236,2,68,peint,0.3
0.8148148148148148,11880,0.28205128205128205,8,117,classical,0.3
0.48704663212435234,11880,0.28205128205128205,8,117,peint,0.3
0.978021978021978,119,0.20652173913043478,1,92,classical,0.2
0.6303030303030303,119,0.20652173913043478,1,92,peint,0.2
0.8869936034115138,11952,0.34509803921568627,19,255,classical,0.3
0.8615384615384616,11952,0.34509803921568627,19,255,peint,0.3
0.9770992366412213,12003,0.5235732009925558,10,403,classical,0.5
0.9333333333333333,12003,0.5235732009925558,10,403,peint,0.5
0.33712121212121215,12006,0.14150943396226415,41,318,classical,0.1
0.14565826330532214,12006,0.14150943396226415,41,318,peint,0.1
0.7818181818181819,12017,0.33707865168539325,12,178,classical,0.3
0.8253968253968254,12017,0.33707865168539325,12,178,peint,0.3
0.7798742138364779,12022,0.33707865168539325,8,89,classical,0.3
0.8192771084337349,12022,0.33707865168539325,8,89,peint,0.3
0.8814432989690721,12040,0.38317757009345793,18,214,classical,0.4
0.663013698630137,12040,0.38317757009345793,18,214,peint,0.4
0.6229508196721311,12042,0.18216318785578747,136,527,classical,0.2
0.5112781954887219,12042,0.18216318785578747,136,527,peint,0.2
0.7094339622641509,12136,0.2289156626506024,34,166,classical,0.2
0.6360153256704981,12136,0.2289156626506024,34,166,peint,0.2
0.8968609865470851,12164,0.3697916666666667,53,384,classical,0.4
0.8829953198127924,12164,0.3697916666666667,53,384,peint,0.4
0.8660508083140878,12201,0.2374727668845316,23,459,classical,0.2
0.834326579261025,12201,0.2374727668845316,23,459,peint,0.2
1.0,12280,0.6274509803921569,0,51,classical,0.6
0.9622641509433962,12280,0.6274509803921569,0,51,peint,0.6
0.9951456310679612,12310,0.4830917874396135,1,207,classical,0.5
0.9854368932038835,12310,0.4830917874396135,1,207,peint,0.5
1.0,1236,0.574468085106383,0,47,classical,0.6
1.0,1236,0.574468085106383,0,47,peint,0.6
0.9255319148936171,12407,0.4585365853658537,16,205,classical,0.5
0.8190954773869347,12407,0.4585365853658537,16,205,peint,0.5
0.7228915662650602,12426,0.23225806451612904,30,155,classical,0.2
0.5691699604743082,12426,0.23225806451612904,30,155,peint,0.2
0.9947089947089947,12441,0.5894736842105263,1,190,classical,0.6
0.9635416666666666,12441,0.5894736842105263,1,190,peint,0.6
0.9142857142857143,12443,0.24324324324324326,4,74,classical,0.2
0.738255033557047,12443,0.24324324324324326,4,74,peint,0.2
0.7414965986394558,12496,0.18562874251497005,22,167,classical,0.2
0.618421052631579,12496,0.18562874251497005,22,167,peint,0.2
1.0,12514,0.5882352941176471,1,17,classical,0.6
0.7647058823529411,12514,0.5882352941176471,1,17,peint,0.6
0.2206896551724138,12539,0.14339622641509434,35,265,classical,0.1
0.24938875305623473,12539,0.14339622641509434,35,265,peint,0.1
0.37160751565762007,12548,0.13688212927756654,13,263,classical,0.1
0.28640776699029125,12548,0.13688212927756654,13,263,peint,0.1
0.9135802469135802,12570,0.34146341463414637,1,82,classical,0.3
0.8554216867469879,12570,0.34146341463414637,1,82,peint,0.3
0.8645833333333334,12571,0.5785123966942148,26,121,classical,0.6
0.9152542372881356,12571,0.5785123966942148,26,121,peint,0.6
0.0,12578,0.21739130434782608,0,23,classical,0.2
0.9361702127659574,12578,0.21739130434782608,0,23,peint,0.2
0.9656160458452722,12582,0.43575418994413406,9,358,classical,0.4
0.9571428571428571,12582,0.43575418994413406,9,358,peint,0.4
0.9941860465116279,12593,0.6420454545454546,4,176,classical,0.6
0.9425981873111782,12593,0.6420454545454546,4,176,peint,0.6
0.4829857299670692,12603,0.1594488188976378,42,508,classical,0.2
0.606060606060606,12603,0.1594488188976378,42,508,peint,0.2
0.895397489539749,12654,0.31007751937984496,19,258,classical,0.3
0.7660455486542442,12654,0.31007751937984496,19,258,peint,0.3
0.0,1269,0.07883817427385892,165,482,classical,0.1
0.05025125628140703,1269,0.07883817427385892,165,482,peint,0.1
0.900990099009901,12696,0.3378995433789954,19,219,classical,0.3
0.7909319899244333,12696,0.3378995433789954,19,219,peint,0.3
0.7189728958630527,12742,0.20506329113924052,47,395,classical,0.2
0.3473861720067453,12742,0.20506329113924052,47,395,peint,0.2
1.0,12756,0.40963855421686746,4,166,classical,0.4
0.9079754601226994,12756,0.40963855421686746,4,166,peint,0.4
0.8671472708547889,12777,0.2895204262877442,80,563,classical,0.3
0.5509761388286334,12777,0.2895204262877442,80,563,peint,0.3
1.0,12780,0.6592592592592592,2,135,classical,0.7
0.9090909090909091,12780,0.6592592592592592,2,135,peint,0.7
0.5195729537366549,12818,0.21637426900584794,38,171,classical,0.2
0.32098765432098764,12818,0.21637426900584794,38,171,peint,0.2
0.9227941176470589,1284,0.2043956043956044,183,455,classical,0.2
0.6703096539162114,1284,0.2043956043956044,183,455,peint,0.2
1.0,12849,0.7254901960784313,0,153,classical,0.7
0.9869281045751634,12849,0.7254901960784313,0,153,peint,0.7
0.3246753246753247,1286,0.2,4,90,classical,0.2
0.5680473372781065,1286,0.2,4,90,peint,0.2
0.7825059101654845,12871,0.30484988452655887,8,433,classical,0.3
0.7793427230046948,12871,0.30484988452655887,8,433,peint,0.3
0.7665198237885462,12891,0.2097902097902098,31,143,classical,0.2
0.6333333333333334,12891,0.2097902097902098,31,143,peint,0.2
0.2871536523929471,12916,0.14347826086956522,13,230,classical,0.1
0.4690265486725663,12916,0.14347826086956522,13,230,peint,0.1
1.0,12918,0.3178294573643411,2,129,classical,0.3
0.984251968503937,12918,0.3178294573643411,2,129,peint,0.3
0.7479674796747967,12919,0.16030534351145037,7,131,classical,0.2
0.4048582995951417,12919,0.16030534351145037,7,131,peint,0.2
0.921875,12991,0.3284313725490196,10,204,classical,0.3
0.7848101265822786,12991,0.3284313725490196,10,204,peint,0.3
0.9711934156378601,13075,0.2682926829268293,1,123,classical,0.3
0.9322709163346613,13075,0.2682926829268293,1,123,peint,0.3
0.9019607843137255,13086,0.24528301886792453,2,53,classical,0.2
0.3181818181818182,13086,0.24528301886792453,2,53,peint,0.2
0.4553571428571429,13087,0.15789473684210525,131,342,classical,0.2
0.27748691099476436,13087,0.15789473684210525,131,342,peint,0.2
0.8679245283018867,13127,0.3974121996303142,39,541,classical,0.4
0.8551165146909827,13127,0.3974121996303142,39,541,peint,0.4
1.0,13138,0.5540540540540541,1,74,classical,0.6
0.9315068493150684,13138,0.5540540540540541,1,74,peint,0.6
0.9692307692307692,13139,0.2727272727272727,1,66,classical,0.3
0.9465648854961831,13139,0.2727272727272727,1,66,peint,0.3
0.5454545454545454,13146,0.1,5,50,classical,0.1
0.3595505617977528,13146,0.1,5,50,peint,0.1
1.0,13169,0.5588235294117647,0,68,classical,0.6
1.0,13169,0.5588235294117647,0,68,peint,0.6
1.0,13201,0.2857142857142857,3,42,classical,0.3
0.7848101265822786,13201,0.2857142857142857,3,42,peint,0.3
0.8299319727891157,13214,0.3026315789473684,2,76,classical,0.3
0.9027777777777779,13214,0.3026315789473684,2,76,peint,0.3
0.9433962264150944,13239,0.2777777777777778,1,54,classical,0.3
0.9357798165137615,13239,0.2777777777777778,1,54,peint,0.3
0.717948717948718,13248,0.16666666666666666,6,66,classical,0.2
0.5739130434782609,13248,0.16666666666666666,6,66,peint,0.2
0.7666666666666666,1328,0.3244444444444444,14,225,classical,0.3
0.7092198581560283,1328,0.3244444444444444,14,225,peint,0.3
0.6538461538461539,13289,0.25287356321839083,6,87,classical,0.3
0.7590361445783134,13289,0.25287356321839083,6,87,peint,0.3
1.0,13292,0.5263157894736842,0,38,classical,0.5
1.0,13292,0.5263157894736842,0,38,peint,0.5
0.9026548672566371,13386,0.46153846153846156,4,117,classical,0.5
0.8240343347639485,13386,0.46153846153846156,4,117,peint,0.5
1.0,13391,0.36046511627906974,1,86,classical,0.4
1.0,13391,0.36046511627906974,1,86,peint,0.4
1.0,13435,0.4097222222222222,0,144,classical,0.4
0.9722222222222222,13435,0.4097222222222222,0,144,peint,0.4
0.7341040462427747,13452,0.22,32,200,classical,0.2
0.6470588235294118,13452,0.22,32,200,peint,0.2
1.0,13457,0.8952380952380953,0,105,classical,0.9
0.9904761904761905,13457,0.8952380952380953,0,105,peint,0.9
0.4223107569721115,13486,0.25,12,144,classical,0.2
0.42585551330798477,13486,0.25,12,144,peint,0.2
0.9940828402366864,13492,0.5930232558139535,2,86,classical,0.6
0.9940828402366864,13492,0.5930232558139535,2,86,peint,0.6
0.5705229793977813,13524,0.21621621621621623,52,370,classical,0.2
0.32721712538226294,13524,0.21621621621621623,52,370,peint,0.2
0.9710982658959537,13641,0.21875,10,96,classical,0.2
0.8268156424581005,13641,0.21875,10,96,peint,0.2
0.642781875658588,1368,0.3793103448275862,145,609,classical,0.4
0.5653153153153153,1368,0.3793103448275862,145,609,peint,0.4
0.7421875,13740,0.22929936305732485,26,157,classical,0.2
0.6743295019157088,13740,0.22929936305732485,26,157,peint,0.2
1.0,13758,0.49295774647887325,0,71,classical,0.5
1.0,13758,0.49295774647887325,0,71,peint,0.5
0.7142857142857143,13806,0.2760416666666667,14,192,classical,0.3
0.6465256797583081,13806,0.2760416666666667,14,192,peint,0.3
0.9411764705882353,13880,0.3142857142857143,1,35,classical,0.3
0.8285714285714286,13880,0.3142857142857143,1,35,peint,0.3
1.0,13892,0.5070422535211268,2,71,classical,0.5
0.8652482269503546,13892,0.5070422535211268,2,71,peint,0.5
1.0,13898,0.7652173913043478,2,115,classical,0.8
0.9464285714285714,13898,0.7652173913043478,2,115,peint,0.8
0.9695121951219512,13910,0.4311377245508982,3,167,classical,0.4
0.9211356466876972,13910,0.4311377245508982,3,167,peint,0.4
1.0,14016,0.27941176470588236,1,68,classical,0.3
0.8175182481751825,14016,0.27941176470588236,1,68,peint,0.3
0.7730496453900709,1404,0.2974683544303797,20,158,classical,0.3
0.7034482758620689,1404,0.2974683544303797,20,158,peint,0.3
0.717948717948718,14061,0.34782608695652173,7,46,classical,0.3
0.5277777777777778,14061,0.34782608695652173,7,46,peint,0.3
1.0,14089,0.5512820512820513,0,78,classical,0.6
0.9668874172185431,14089,0.5512820512820513,0,78,peint,0.6
0.9435897435897436,14107,0.7475247524752475,7,202,classical,0.7
0.8934010152284264,14107,0.7475247524752475,7,202,peint,0.7
0.7605633802816901,14154,0.23469387755102042,30,98,classical,0.2
0.5390070921985816,14154,0.23469387755102042,30,98,peint,0.2
1.0,1418,0.4594594594594595,6,37,classical,0.5
0.71875,1418,0.4594594594594595,6,37,peint,0.5
0.675,14241,0.16666666666666666,2,42,classical,0.2
0.5060240963855422,14241,0.16666666666666666,2,42,peint,0.2
1.0,14253,0.7532467532467533,0,77,classical,0.8
0.987012987012987,14253,0.7532467532467533,0,77,peint,0.8
0.833592534992224,1426,0.2420749279538905,22,347,classical,0.2
0.6622296173044925,1426,0.2420749279538905,22,347,peint,0.2
0.791578947368421,14266,0.2825278810408922,34,269,classical,0.3
0.6723044397463003,14266,0.2825278810408922,34,269,peint,0.3
1.0,14280,0.4,0,40,classical,0.4
0.9873417721518987,14280,0.4,0,40,peint,0.4
0.9875,14290,0.3448275862068966,7,87,classical,0.3
0.8143712574850299,14290,0.3448275862068966,7,87,peint,0.3
0.7615384615384615,14297,0.21656050955414013,27,157,classical,0.2
0.6196078431372549,14297,0.21656050955414013,27,157,peint,0.2
0.8405797101449275,1432,0.3013698630136986,4,73,classical,0.3
0.7114093959731543,1432,0.3013698630136986,4,73,peint,0.3
0.4755700325732899,14357,0.1903485254691689,67,373,classical,0.2
0.3578154425612053,14357,0.1903485254691689,67,373,peint,0.2
0.9970238095238095,14363,0.6528189910979229,1,337,classical,0.7
0.9717682020802377,14363,0.6528189910979229,1,337,peint,0.7
0.8241758241758242,14368,0.29896907216494845,5,97,classical,0.3
0.7812500000000001,14368,0.29896907216494845,5,97,peint,0.3
0.793002915451895,14372,0.2596685082872928,5,181,classical,0.3
0.764367816091954,14372,0.2596685082872928,5,181,peint,0.3
0.7373737373737373,14378,0.3669724770642202,11,109,classical,0.4
0.6808510638297872,14378,0.3669724770642202,11,109,peint,0.4
0.8812260536398466,14387,0.35251798561151076,7,139,classical,0.4
0.8175182481751825,14387,0.35251798561151076,7,139,peint,0.4
0.6180193596425912,14410,0.19337606837606838,244,936,classical,0.2
0.45116681071737247,14410,0.19337606837606838,244,936,peint,0.2
0.7973856209150327,14471,0.46464646464646464,30,99,classical,0.5
0.7973856209150327,14471,0.46464646464646464,30,99,peint,0.5
0.44031007751937984,14515,0.14600550964187328,34,363,classical,0.1
0.530214424951267,14515,0.14600550964187328,34,363,peint,0.1
0.9592592592592593,14518,0.427536231884058,6,276,classical,0.4
0.9393939393939394,14518,0.427536231884058,6,276,peint,0.4
0.9375,1452,0.5882352941176471,3,51,classical,0.6
0.8988764044943819,1452,0.5882352941176471,3,51,peint,0.6
1.0,14541,0.6333333333333333,0,30,classical,0.6
1.0,14541,0.6333333333333333,0,30,peint,0.6
0.5559105431309904,1456,0.1893491124260355,10,169,classical,0.2
0.35,1456,0.1893491124260355,10,169,peint,0.2
0.0,14571,0.17142857142857143,4,70,classical,0.2
0.5254237288135593,14571,0.17142857142857143,4,70,peint,0.2
1.0,14605,0.7905405405405406,0,296,classical,0.8
0.9949066213921902,14605,0.7905405405405406,0,296,peint,0.8
0.975,14612,0.46511627906976744,4,43,classical,0.5
0.962962962962963,14612,0.46511627906976744,4,43,peint,0.5
0.4005641748942172,14636,0.17349397590361446,55,415,classical,0.2
0.2807017543859649,14636,0.17349397590361446,55,415,peint,0.2
1.0,14641,0.625,0,120,classical,0.6
0.995850622406639,14641,0.625,0,120,peint,0.6
0.7976539589442816,14675,0.19796954314720813,27,197,classical,0.2
0.6006389776357828,14675,0.19796954314720813,27,197,peint,0.2
1.0,14695,0.45714285714285713,0,105,classical,0.5
0.9952606635071091,14695,0.45714285714285713,0,105,peint,0.5
0.9814814814814815,14700,0.4666666666666667,6,60,classical,0.5
0.9814814814814815,14700,0.4666666666666667,6,60,peint,0.5
1.0,14741,0.7253521126760564,0,142,classical,0.7
0.9964912280701755,14741,0.7253521126760564,0,142,peint,0.7
0.6983050847457627,14790,0.37735849056603776,12,159,classical,0.4
0.45021645021645024,14790,0.37735849056603776,12,159,peint,0.4
0.8399999999999999,14797,0.4864864864864865,12,37,classical,0.5
0.7457627118644068,14797,0.4864864864864865,12,37,peint,0.5
0.845360824742268,1482,0.22178988326848248,16,257,classical,0.2
0.606425702811245,1482,0.22178988326848248,16,257,peint,0.2
1.0,14837,0.5476190476190477,0,84,classical,0.5
0.9940828402366864,14837,0.5476190476190477,0,84,peint,0.5
1.0,14844,0.39316239316239315,0,117,classical,0.4
0.9914529914529915,14844,0.39316239316239315,0,117,peint,0.4
0.7104111986001751,1486,0.22340425531914893,83,658,classical,0.2
0.614821591948765,1486,0.22340425531914893,83,658,peint,0.2
0.0,14922,0.07692307692307693,35,130,classical,0.1
0.09722222222222221,14922,0.07692307692307693,35,130,peint,0.1
1.0,1493,0.323943661971831,1,71,classical,0.3
0.7534246575342466,1493,0.323943661971831,1,71,peint,0.3
0.889589905362776,14936,0.3125,36,512,classical,0.3
0.8070175438596491,14936,0.3125,36,512,peint,0.3
0.9302544769085768,15013,0.49178832116788324,40,1096,classical,0.5
0.9120982986767486,15013,0.49178832116788324,40,1096,peint,0.5
0.5796178343949044,15100,0.20765027322404372,26,183,classical,0.2
0.7242524916943521,15100,0.20765027322404372,26,183,peint,0.2
0.408,15143,0.13013698630136986,19,146,classical,0.1
0.4999999999999999,15143,0.13013698630136986,19,146,peint,0.1
0.9985855728429986,15165,0.4507042253521127,2,355,classical,0.5
0.9871977240398293,15165,0.4507042253521127,2,355,peint,0.5
0.961038961038961,15216,0.358974358974359,1,78,classical,0.4
0.8701298701298701,15216,0.358974358974359,1,78,peint,0.4
0.854014598540146,1526,0.31125827814569534,15,151,classical,0.3
0.8181818181818182,1526,0.31125827814569534,15,151,peint,0.3
0.9864864864864865,15302,0.4132231404958678,20,242,classical,0.4
0.8245614035087719,15302,0.4132231404958678,20,242,peint,0.4
0.8170731707317073,15320,0.3655913978494624,11,93,classical,0.4
0.7701149425287357,15320,0.3655913978494624,11,93,peint,0.4
0.6923076923076923,15327,0.23958333333333334,2,96,classical,0.2
0.6783625730994152,15327,0.23958333333333334,2,96,peint,0.2
0.9616580310880829,15364,0.6428571428571429,22,504,classical,0.6
0.9486652977412731,15364,0.6428571428571429,22,504,peint,0.6
0.6875,15391,0.2887323943661972,67,284,classical,0.3
0.5206812652068127,15391,0.2887323943661972,67,284,peint,0.3
0.619514713474445,15453,0.1480865224625624,252,1202,classical,0.1
0.18739635157545603,15453,0.1480865224625624,252,1202,peint,0.1
0.5972222222222222,15552,0.18404907975460122,16,163,classical,0.2
0.2608695652173913,15552,0.18404907975460122,16,163,peint,0.2
0.8017621145374448,15591,0.38686131386861317,24,137,classical,0.4
0.748936170212766,15591,0.38686131386861317,24,137,peint,0.4
0.8623326959847036,15609,0.3732876712328767,60,584,classical,0.4
0.8201581027667985,15609,0.3732876712328767,60,584,peint,0.4
0.9083333333333333,15621,0.6532258064516129,4,124,classical,0.7
0.9629629629629629,15621,0.6532258064516129,4,124,peint,0.7
0.9090909090909091,15681,0.38537549407114624,8,506,classical,0.4
0.859538784067086,15681,0.38537549407114624,8,506,peint,0.4
0.9150326797385621,15685,0.3006134969325153,10,163,classical,0.3
0.7476635514018691,15685,0.3006134969325153,10,163,peint,0.3
0.9500000000000001,157,0.4065934065934066,1,182,classical,0.4
0.9126760563380282,157,0.4065934065934066,1,182,peint,0.4
0.7397260273972601,15708,0.2159090909090909,14,88,classical,0.2
0.5694444444444445,15708,0.2159090909090909,14,88,peint,0.2
0.4132231404958677,15719,0.10526315789473684,12,76,classical,0.1
0.4067796610169491,15719,0.10526315789473684,12,76,peint,0.1
0.34934497816593885,15733,0.12318840579710146,250,828,classical,0.1
0.27400468384074944,15733,0.12318840579710146,250,828,peint,0.1
0.2456896551724138,1579,0.1684981684981685,34,273,classical,0.2
